DateTime,Temperature (°C),Humidity (%),Heat Index (°C),Wind Speed (m/s),Wind Direction (°),Pressure (hPa),Dust (µg/m³),Aerosol Optical Depth,PM2.5 (µg/m³),PM10 (µg/m³)
2024-03-12T12:00,30.2,60,34.9,12.1,163,1016.0,926.0,0.43,30.5,389.3
2024-03-12T13:00,30.3,60,34.8,14.5,166,1015.2,1006.0,0.45,30.6,393.0
2024-03-12T14:00,30.0,62,34.6,15.0,169,1014.5,998.0,0.48,29.8,373.5
2024-03-12T15:00,29.7,64,34.1,13.1,172,1014.0,932.0,0.49,28.9,348.3
2024-03-12T16:00,29.4,65,33.0,11.9,183,1013.7,543.0,0.46,22.6,218.9
2024-03-12T17:00,29.4,67,33.0,11.3,197,1014.0,487.0,0.47,22.1,204.9
2024-03-12T18:00,28.5,72,32.1,12.8,164,1014.6,408.0,0.48,21.5,193.2
2024-03-12T19:00,27.3,77,31.3,10.0,167,1015.0,329.0,0.49,19.7,141.6
2024-03-12T20:00,27.1,77,31.5,6.0,197,1015.5,250.0,0.48,17.0,102.0
2024-03-12T21:00,26.4,79,31.2,2.8,230,1016.0,171.0,0.47,14.3,71.5
2024-03-12T22:00,26.3,80,30.9,4.3,355,1016.0,116.0,0.46,11.9,57.7
2024-03-12T23:00,25.8,82,30.6,3.1,36,1015.7,100.0,0.47,11.9,56.1
2024-03-13T00:00,25.5,84,30.3,2.4,27,1015.3,108.0,0.49,12.1,59.0
2024-03-13T01:00,25.2,85,30.2,1.9,338,1015.1,118.0,0.52,12.4,59.3
2024-03-13T02:00,25.2,86,30.0,3.1,324,1014.6,125.0,0.56,13.0,61.7
2024-03-13T03:00,24.9,90,30.2,1.8,259,1014.2,135.0,0.6,14.6,70.8
2024-03-13T04:00,24.5,90,29.5,2.1,301,1014.1,81.0,0.58,12.7,45.2
2024-03-13T05:00,25.2,82,29.6,3.2,333,1014.5,73.0,0.6,14.0,50.9
2024-03-13T06:00,24.6,85,29.0,2.7,337,1014.9,67.0,0.61,14.7,58.2
2024-03-13T07:00,24.8,79,28.5,4.7,351,1015.5,104.0,0.62,14.8,56.8
2024-03-13T08:00,26.2,72,30.2,1.8,360,1016.3,206.0,0.62,17.0,86.6
2024-03-13T09:00,27.9,69,31.9,5.7,162,1016.7,351.0,0.61,21.4,140.2
2024-03-13T10:00,29.4,66,33.5,9.5,169,1016.7,510.0,0.6,28.4,217.9
2024-03-13T11:00,30.3,63,35.0,12.7,173,1016.1,702.0,0.6,33.8,314.8
2024-03-13T12:00,30.6,62,35.6,14.1,177,1015.6,907.0,0.61,37.5,397.7
2024-03-13T13:00,30.6,61,35.7,14.4,180,1015.1,1038.0,0.62,37.7,412.6
2024-03-13T14:00,30.4,63,35.3,14.8,176,1014.7,1034.0,0.63,35.9,383.7
2024-03-13T15:00,30.0,65,33.9,16.6,179,1014.2,955.0,0.66,33.1,326.9
2024-03-13T16:00,28.8,68,32.3,13.3,178,1014.0,860.0,0.69,32.4,341.8
2024-03-13T17:00,28.2,67,31.9,6.3,149,1014.5,733.0,0.73,32.7,339.9
2024-03-13T18:00,28.3,66,31.9,6.1,140,1014.8,555.0,0.74,29.9,292.4
2024-03-13T19:00,27.5,69,31.0,6.8,177,1015.3,397.0,0.73,23.7,170.0
2024-03-13T20:00,26.7,73,30.4,6.6,202,1015.6,281.0,0.67,14.5,67.8
2024-03-13T21:00,26.1,76,30.5,2.0,225,1016.5,186.0,0.61,13.5,60.8
2024-03-13T22:00,25.8,77,30.0,2.9,353,1016.7,121.0,0.56,14.0,62.6
2024-03-13T23:00,25.7,77,29.5,5.1,8,1016.6,99.0,0.54,14.2,64.5
2024-03-14T00:00,25.6,76,29.3,5.0,360,1016.1,106.0,0.53,14.0,60.5
2024-03-14T01:00,25.2,78,28.8,5.0,360,1015.6,110.0,0.53,13.8,58.3
2024-03-14T02:00,24.6,80,28.1,5.4,356,1014.9,98.0,0.52,13.7,55.3
2024-03-14T03:00,24.3,80,27.7,5.0,339,1014.7,83.0,0.52,13.5,48.2
2024-03-14T04:00,24.0,79,27.4,4.2,340,1014.8,68.0,0.51,13.1,41.1
2024-03-14T05:00,24.0,80,27.6,2.6,326,1015.0,57.0,0.5,13.1,43.3
2024-03-14T06:00,23.7,78,26.9,3.6,6,1015.4,46.0,0.49,14.3,39.1
2024-03-14T07:00,24.3,70,26.5,6.2,7,1016.1,60.0,0.49,17.1,44.4
2024-03-14T08:00,25.7,71,29.0,4.0,27,1017.0,120.0,0.47,17.3,53.6
2024-03-14T09:00,27.1,70,31.1,2.9,90,1017.4,206.0,0.44,15.3,72.4
2024-03-14T10:00,28.7,61,32.2,5.1,135,1017.1,284.0,0.41,16.6,124.8
2024-03-14T11:00,30.0,57,34.2,9.0,157,1016.6,343.0,0.39,18.7,157.4
2024-03-14T12:00,30.0,63,35.1,13.1,164,1015.8,394.0,0.38,20.8,172.8
2024-03-14T13:00,30.0,63,35.1,14.9,172,1015.1,433.0,0.38,22.2,181.1
2024-03-14T14:00,29.8,63,34.3,15.9,174,1014.3,461.0,0.39,22.5,184.4
2024-03-14T15:00,29.2,65,33.3,14.5,173,1013.8,477.0,0.41,23.1,196.0
2024-03-14T16:00,28.8,66,32.3,11.3,173,1013.4,381.0,0.39,20.4,160.7
2024-03-14T17:00,28.6,62,31.2,10.5,174,1014.1,405.0,0.42,20.9,163.4
2024-03-14T18:00,27.6,67,30.4,10.1,180,1014.6,435.0,0.47,22.5,181.6
2024-03-14T19:00,26.8,69,29.6,10.4,180,1014.8,435.0,0.59,23.2,183.5
2024-03-14T20:00,25.8,73,29.3,4.5,209,1015.3,372.0,0.69,16.6,98.5
2024-03-14T21:00,25.7,72,28.9,4.9,343,1015.8,279.0,0.7,16.4,82.0
2024-03-14T22:00,25.9,70,29.3,2.5,45,1016.1,214.0,0.63,17.1,99.0
2024-03-14T23:00,25.4,76,29.4,2.0,225,1016.0,213.0,0.6,21.8,221.2
2024-03-15T00:00,25.5,75,29.2,3.7,299,1015.5,240.0,0.59,19.4,170.9
2024-03-15T01:00,25.4,74,29.0,3.4,328,1014.8,246.0,0.58,17.3,111.3
2024-03-15T02:00,25.2,74,28.7,3.6,360,1014.3,204.0,0.58,16.3,73.1
2024-03-15T03:00,24.7,77,28.1,4.9,17,1014.0,142.0,0.56,16.4,61.2
2024-03-15T04:00,24.1,80,27.3,6.1,360,1013.8,94.0,0.5,15.4,52.9
2024-03-15T05:00,24.6,70,27.2,5.0,360,1014.1,82.0,0.46,15.7,54.7
2024-03-15T06:00,24.5,71,27.2,4.3,355,1014.6,67.0,0.41,15.2,45.8
2024-03-15T07:00,24.6,71,27.3,4.3,355,1015.3,66.0,0.36,15.0,42.0
2024-03-15T08:00,25.7,66,28.8,1.5,315,1015.8,72.0,0.3,16.6,65.0
2024-03-15T09:00,27.2,63,30.2,4.7,176,1016.3,92.0,0.25,16.4,72.6
2024-03-15T10:00,28.8,58,31.6,9.1,171,1016.2,168.0,0.22,16.5,81.5
2024-03-15T11:00,29.8,56,33.4,12.0,171,1015.5,350.0,0.22,21.2,196.0
2024-03-15T12:00,30.4,55,34.2,15.2,175,1014.4,588.0,0.24,24.8,274.7
2024-03-15T13:00,30.5,55,34.3,17.0,176,1013.5,773.0,0.27,26.1,305.5
2024-03-15T14:00,30.3,54,33.9,16.6,178,1012.8,836.0,0.31,26.6,319.4
2024-03-15T15:00,30.3,55,33.6,14.8,176,1012.3,846.0,0.36,27.3,334.3
2024-03-15T16:00,29.7,58,32.3,14.0,181,1012.2,777.0,0.41,25.9,305.5
2024-03-15T17:00,28.9,60,31.2,11.5,182,1012.7,849.0,0.44,25.6,297.1
2024-03-15T18:00,28.0,62,30.5,9.3,196,1013.3,943.0,0.47,25.8,299.0
2024-03-15T19:00,27.3,64,30.2,5.8,176,1013.6,969.0,0.49,29.5,380.9
2024-03-15T20:00,26.6,68,30.0,4.0,207,1013.9,878.0,0.48,33.9,467.5
2024-03-15T21:00,26.2,71,30.0,1.8,180,1014.6,720.0,0.44,30.6,392.1
2024-03-15T22:00,25.9,73,29.7,2.5,352,1014.9,557.0,0.38,22.8,229.1
2024-03-15T23:00,25.5,74,28.9,4.7,337,1015.0,393.0,0.34,17.8,123.9
2024-03-16T00:00,24.9,75,28.0,5.7,342,1014.6,225.0,0.32,15.4,74.3
2024-03-16T01:00,24.3,76,27.1,6.7,344,1014.2,102.0,0.32,14.3,55.2
2024-03-16T02:00,23.9,76,26.3,7.6,341,1013.9,55.0,0.33,13.5,41.9
2024-03-16T03:00,23.4,76,25.5,8.6,345,1013.6,53.0,0.33,13.0,37.6
2024-03-16T04:00,23.1,76,24.9,8.8,348,1013.6,65.0,0.33,12.7,39.1
2024-03-16T05:00,22.7,79,24.7,8.7,343,1013.9,65.0,0.3,12.5,40.6
2024-03-16T06:00,21.8,80,23.4,9.4,342,1014.2,66.0,0.28,12.5,41.8
2024-03-16T07:00,21.9,74,23.1,9.2,339,1014.8,76.0,0.26,13.0,43.5
2024-03-16T08:00,25.3,60,27.2,3.6,354,1015.2,90.0,0.24,14.3,61.7
2024-03-16T09:00,26.9,59,29.3,3.9,146,1015.5,112.0,0.23,15.1,74.5
2024-03-16T10:00,28.2,57,30.7,8.1,159,1015.5,170.0,0.23,15.7,81.0
2024-03-16T11:00,29.1,57,32.5,11.7,162,1014.7,289.0,0.25,19.4,162.1
2024-03-16T12:00,29.5,57,33.4,14.5,161,1013.9,444.0,0.27,22.2,211.4
2024-03-16T13:00,29.7,57,33.8,14.5,166,1012.9,577.0,0.3,23.7,233.8
2024-03-16T14:00,29.8,57,33.8,14.2,173,1012.0,643.0,0.33,24.7,256.1
2024-03-16T15:00,29.6,58,33.4,13.0,166,1011.5,689.0,0.36,25.8,284.1
2024-03-16T16:00,29.3,58,32.1,11.6,150,1011.1,650.0,0.36,23.9,258.9
2024-03-16T17:00,28.2,60,30.3,10.6,145,1011.6,840.0,0.38,24.7,281.3
2024-03-16T18:00,27.4,64,30.4,5.7,145,1012.1,1091.0,0.42,26.6,317.6
2024-03-16T19:00,27.1,65,30.3,3.9,124,1012.4,1205.0,0.42,34.5,471.2
2024-03-16T20:00,26.6,68,30.1,2.3,141,1012.9,1059.0,0.4,38.8,542.0
2024-03-16T21:00,26.2,69,29.9,1.5,76,1013.4,776.0,0.34,32.2,393.0
2024-03-16T22:00,25.9,68,29.1,3.1,21,1013.8,521.0,0.29,24.0,219.3
2024-03-16T23:00,25.5,67,28.1,5.0,360,1013.7,346.0,0.26,19.1,119.2
2024-03-17T00:00,24.9,67,27.0,6.9,354,1013.3,200.0,0.27,16.7,72.9
2024-03-17T01:00,24.2,71,26.2,7.6,355,1012.8,94.0,0.28,15.7,55.5
2024-03-17T02:00,23.5,74,25.4,8.4,350,1012.3,44.0,0.3,14.3,40.0
2024-03-17T03:00,23.0,76,24.9,8.5,348,1012.1,34.0,0.32,13.0,31.2
2024-03-17T04:00,22.6,76,24.3,8.2,345,1012.1,43.0,0.32,12.4,31.2
2024-03-17T05:00,22.8,74,24.6,7.4,346,1012.9,39.0,0.31,11.6,28.7
2024-03-17T06:00,22.5,73,24.1,7.5,343,1013.3,35.0,0.3,11.2,27.3
2024-03-17T07:00,23.0,67,24.3,7.2,342,1014.2,38.0,0.29,10.9,27.5
2024-03-17T08:00,25.7,56,27.4,3.3,6,1014.7,41.0,0.28,12.4,42.3
2024-03-17T09:00,27.4,50,29.1,2.8,130,1014.6,52.0,0.28,14.2,51.8
2024-03-17T10:00,28.8,47,30.5,7.6,155,1014.5,102.0,0.27,15.2,56.9
2024-03-17T11:00,29.5,48,32.2,10.1,163,1014.0,220.0,0.27,17.5,112.0
2024-03-17T12:00,30.0,46,32.6,13.5,171,1013.7,379.0,0.28,19.7,166.7
2024-03-17T13:00,30.1,41,31.9,15.1,177,1012.9,525.0,0.31,21.4,213.3
2024-03-17T14:00,29.5,40,31.2,13.6,168,1012.3,640.0,0.34,23.5,262.6
2024-03-17T15:00,29.0,46,31.0,11.2,140,1011.8,743.0,0.38,25.4,299.0
2024-03-17T16:00,28.4,52,29.9,12.0,131,1011.6,835.0,0.4,25.6,326.9
2024-03-17T17:00,27.9,57,29.5,11.0,131,1012.1,904.0,0.41,27.0,341.8
2024-03-17T18:00,27.4,61,29.7,8.4,115,1012.7,988.0,0.42,29.0,357.6
2024-03-17T19:00,27.1,63,29.8,5.8,94,1013.0,964.0,0.39,32.1,384.6
2024-03-17T20:00,26.8,64,29.6,5.2,65,1013.4,730.0,0.33,29.3,305.5
2024-03-17T21:00,26.4,66,29.2,5.9,38,1014.0,389.0,0.25,21.4,132.2
2024-03-17T22:00,25.8,68,28.3,7.4,29,1014.3,129.0,0.21,18.4,72.6
2024-03-17T23:00,25.1,70,27.5,7.0,21,1014.1,37.0,0.2,17.1,49.2
2024-03-18T00:00,24.6,70,26.9,6.3,13,1013.8,28.0,0.2,16.4,39.7
2024-03-18T01:00,24.1,69,26.1,6.1,360,1013.1,28.0,0.19,15.3,32.2
2024-03-18T02:00,23.5,71,25.6,5.8,360,1012.3,18.0,0.18,14.3,28.6
2024-03-18T03:00,22.9,74,25.1,4.7,351,1012.0,19.0,0.17,12.9,25.6
2024-03-18T04:00,22.5,75,24.6,5.2,348,1012.0,22.0,0.19,11.7,24.9
2024-03-18T05:00,23.1,73,24.9,7.3,11,1012.6,18.0,0.19,11.4,26.8
2024-03-18T06:00,22.8,74,24.5,7.6,357,1013.4,15.0,0.19,11.6,27.8
2024-03-18T07:00,23.2,71,25.0,7.0,348,1014.2,31.0,0.19,12.4,29.4
2024-03-18T08:00,25.1,66,27.4,5.1,39,1014.7,55.0,0.2,13.6,34.0
2024-03-18T09:00,26.2,63,28.3,7.2,84,1015.2,98.0,0.19,16.1,43.8
2024-03-18T10:00,27.3,60,29.7,8.9,111,1015.1,206.0,0.19,18.5,99.2
2024-03-18T11:00,28.0,58,31.4,9.9,136,1014.6,429.0,0.21,24.6,239.3
2024-03-18T12:00,28.5,56,32.2,11.8,153,1014.0,716.0,0.25,28.8,324.1
2024-03-18T13:00,28.9,53,32.4,12.4,163,1013.2,964.0,0.29,32.2,382.8
2024-03-18T14:00,29.1,52,32.4,12.1,163,1012.1,1136.0,0.36,37.3,480.6
2024-03-18T15:00,29.0,53,31.7,13.0,161,1011.4,1269.0,0.42,40.4,532.7
2024-03-18T16:00,28.8,54,30.8,11.8,157,1011.3,1046.0,0.42,35.4,414.4
2024-03-18T17:00,27.8,58,29.6,9.2,138,1011.7,1152.0,0.41,36.1,412.6
2024-03-18T18:00,27.1,61,29.5,6.2,126,1012.1,1284.0,0.39,39.0,452.6
2024-03-18T19:00,26.7,62,29.5,3.6,90,1012.3,1274.0,0.34,43.7,512.2
2024-03-18T20:00,26.3,64,29.1,3.3,41,1012.7,988.0,0.27,40.7,436.8
2024-03-18T21:00,25.9,64,28.3,5.8,356,1013.3,561.0,0.21,30.0,204.4
2024-03-18T22:00,25.6,64,27.5,7.3,349,1013.4,230.0,0.19,26.0,118.3
2024-03-18T23:00,24.9,65,26.6,8.1,347,1013.0,100.0,0.19,23.6,79.9
2024-03-19T00:00,24.3,64,25.4,9.4,353,1012.5,65.0,0.19,21.0,55.9
2024-03-19T01:00,23.8,60,24.4,9.1,351,1012.0,47.0,0.19,18.9,42.5
2024-03-19T02:00,23.4,59,23.6,9.8,352,1011.4,24.0,0.18,16.9,33.3
2024-03-19T03:00,22.9,60,23.1,9.2,349,1011.0,17.0,0.17,15.7,27.6
2024-03-19T04:00,22.4,62,22.6,8.7,343,1011.0,15.0,0.14,15.2,25.6
2024-03-19T05:00,22.8,59,23.1,7.6,341,1011.6,13.0,0.13,15.2,25.7
2024-03-19T06:00,22.5,60,22.6,9.1,342,1012.2,10.0,0.13,15.1,25.0
2024-03-19T07:00,22.6,59,22.6,9.2,339,1012.9,13.0,0.13,15.0,24.7
2024-03-19T08:00,25.1,55,26.1,5.1,8,1013.6,0.0,0.12,17.0,33.3
2024-03-19T09:00,26.2,60,28.6,3.2,117,1014.0,0.0,0.12,18.7,44.1
2024-03-19T10:00,27.5,59,29.8,8.3,162,1014.1,60.0,0.12,18.2,48.2
2024-03-19T11:00,28.3,57,30.8,12.7,155,1013.7,399.0,0.17,27.9,292.4
2024-03-19T12:00,29.1,53,32.1,15.0,153,1013.1,868.0,0.21,31.7,380.0
2024-03-19T13:00,29.3,52,32.1,15.9,155,1012.4,1275.0,0.27,36.4,501.1
2024-03-19T14:00,29.2,51,31.8,15.3,161,1011.5,1565.0,0.31,40.6,597.9
2024-03-19T15:00,29.1,52,31.4,14.4,167,1010.8,1792.0,0.34,43.9,678.0
2024-03-19T16:00,28.6,53,29.9,14.4,167,1010.7,1726.0,0.38,47.7,676.1
2024-03-19T17:00,28.0,55,28.8,14.9,160,1011.0,1747.0,0.33,46.4,637.0
2024-03-19T18:00,27.1,60,28.2,13.7,157,1011.5,1760.0,0.31,47.6,651.9
2024-03-19T19:00,26.5,61,28.0,10.5,149,1012.0,1642.0,0.25,49.5,655.7
2024-03-19T20:00,26.3,60,28.1,7.7,152,1012.5,1279.0,0.19,44.7,545.8
2024-03-19T21:00,26.4,58,28.1,6.5,161,1013.0,786.0,0.15,43.8,501.1
2024-03-19T22:00,26.2,60,28.1,6.6,167,1013.0,390.0,0.12,27.7,178.3
2024-03-19T23:00,25.7,63,27.8,5.8,180,1012.7,183.0,0.11,20.4,65.7
2024-03-20T00:00,25.3,65,27.6,5.2,192,1012.2,73.0,0.1,17.1,33.3
2024-03-20T01:00,25.0,66,27.2,5.5,203,1011.8,5.0,0.1,15.4,24.1
2024-03-20T02:00,25.0,66,27.3,4.8,207,1011.3,0.0,0.1,14.3,22.5
2024-03-20T03:00,24.5,68,26.9,3.8,229,1011.0,0.0,0.1,13.6,21.2
2024-03-20T04:00,23.8,70,26.1,4.0,297,1011.1,6.0,0.1,12.8,20.0
2024-03-20T05:00,23.7,70,25.9,4.0,275,1011.6,7.0,0.11,15.8,24.5
2024-03-20T06:00,23.1,71,24.7,7.2,323,1012.5,8.0,0.11,18.2,28.6
2024-03-20T07:00,22.7,72,23.8,11.0,337,1013.4,10.0,0.11,19.4,31.3
2024-03-20T08:00,24.9,64,26.5,7.9,344,1013.8,0.0,0.12,19.6,31.5
2024-03-20T09:00,26.3,59,28.7,2.5,188,1013.9,0.0,0.1,17.9,30.9
2024-03-20T10:00,27.8,54,29.7,10.1,182,1013.8,25.0,0.08,15.3,30.4
2024-03-20T11:00,28.6,52,30.8,14.1,183,1013.3,213.0,0.09,17.0,114.8
2024-03-20T12:00,29.3,50,31.6,17.0,184,1012.5,474.0,0.12,21.1,237.0
2024-03-20T13:00,29.6,49,31.8,18.4,184,1011.6,696.0,0.15,22.1,275.7
2024-03-20T14:00,29.7,47,31.8,17.5,189,1010.9,819.0,0.17,23.5,310.1
2024-03-20T15:00,29.5,48,31.1,17.6,191,1010.3,903.0,0.2,25.1,349.2
2024-03-20T16:00,28.9,52,29.9,16.5,190,1010.0,777.0,0.25,27.2,310.1
2024-03-20T17:00,28.2,56,29.4,13.7,194,1010.6,1032.0,0.25,28.3,341.8
2024-03-20T18:00,27.3,59,28.9,11.4,193,1010.8,1365.0,0.25,31.8,416.3
2024-03-20T19:00,26.4,63,28.4,8.2,221,1011.1,1479.0,0.23,40.7,581.1
2024-03-20T20:00,26.1,64,28.7,4.3,246,1011.6,1162.0,0.21,37.0,478.7
2024-03-20T21:00,25.8,65,28.4,4.5,241,1012.1,625.0,0.18,24.0,215.1
2024-03-20T22:00,25.4,66,27.7,5.7,305,1012.4,207.0,0.17,17.5,98.3
2024-03-20T23:00,24.6,69,26.7,7.4,331,1012.2,53.0,0.16,13.6,45.5
2024-03-21T00:00,23.7,72,25.6,8.3,342,1012.1,18.0,0.16,11.2,22.5
2024-03-21T01:00,23.0,75,24.8,8.5,348,1011.4,5.0,0.17,10.0,16.2
2024-03-21T02:00,22.4,76,24.1,8.8,348,1010.8,0.0,0.18,9.5,15.3
2024-03-21T03:00,21.9,77,23.3,9.7,345,1010.4,0.0,0.19,9.8,15.5
2024-03-21T04:00,21.5,78,22.8,9.6,340,1010.4,10.0,0.24,11.4,19.9
2024-03-21T05:00,22.3,72,23.5,9.0,344,1010.9,3.0,0.26,12.0,20.4
2024-03-21T06:00,21.9,74,23.0,9.2,334,1011.5,0.0,0.29,12.8,22.2
2024-03-21T07:00,22.2,70,23.3,8.4,335,1012.0,14.0,0.31,14.1,25.7
2024-03-21T08:00,24.7,67,27.5,1.5,346,1012.6,71.0,0.3,14.6,28.1
2024-03-21T09:00,26.2,66,29.1,4.7,176,1012.9,152.0,0.27,14.2,43.9
2024-03-21T10:00,27.6,63,30.6,9.7,178,1012.8,231.0,0.23,15.3,105.2
2024-03-21T11:00,28.6,60,31.9,14.5,174,1012.3,308.0,0.2,17.7,158.8
2024-03-21T12:00,29.0,59,32.7,16.6,175,1011.8,384.0,0.18,17.9,162.1
2024-03-21T13:00,29.3,60,33.7,14.5,173,1011.2,434.0,0.18,18.5,178.3
2024-03-21T14:00,30.0,58,34.5,13.1,172,1010.4,437.0,0.21,18.5,183.9
2024-03-21T15:00,30.2,57,33.2,17.3,179,1009.7,414.0,0.23,17.9,176.5
2024-03-21T16:00,28.8,58,30.6,15.9,185,1009.4,532.0,0.27,19.8,213.7
2024-03-21T17:00,28.1,61,30.8,8.0,170,1010.1,579.0,0.29,19.6,213.3
2024-03-21T18:00,28.0,63,31.1,6.8,155,1010.5,635.0,0.3,19.4,212.8
2024-03-21T19:00,27.1,68,30.6,4.7,157,1010.6,616.0,0.28,22.6,248.7
2024-03-21T20:00,26.8,70,30.5,4.1,105,1010.9,449.0,0.25,17.1,138.8
2024-03-21T21:00,26.5,71,30.2,3.7,79,1011.4,207.0,0.21,11.1,38.1
2024-03-21T22:00,26.1,73,29.9,3.1,36,1011.5,29.0,0.17,10.7,27.6
2024-03-21T23:00,25.7,74,29.2,4.6,18,1011.3,0.0,0.16,10.5,27.1
2024-03-22T00:00,25.1,76,28.4,5.6,15,1010.8,2.0,0.16,10.2,24.8
2024-03-22T01:00,24.4,78,27.5,6.5,6,1010.0,21.0,0.16,9.6,22.4
2024-03-22T02:00,23.7,81,26.6,7.2,357,1009.3,19.0,0.16,9.1,20.7
2024-03-22T03:00,23.0,82,25.7,7.0,348,1008.8,18.0,0.16,8.8,19.8
2024-03-22T04:00,22.4,82,24.8,7.1,345,1008.5,29.0,0.15,10.0,24.6
2024-03-22T05:00,22.6,74,24.4,6.7,344,1008.8,30.0,0.14,10.8,26.9
2024-03-22T06:00,22.4,70,23.8,6.6,338,1009.1,32.0,0.14,10.2,26.8
2024-03-22T07:00,23.3,65,24.6,5.9,346,1009.8,36.0,0.14,9.8,26.8
2024-03-22T08:00,25.5,60,27.5,3.6,45,1010.5,28.0,0.14,9.8,26.4
2024-03-22T09:00,26.8,62,29.5,4.6,129,1010.9,22.0,0.13,11.8,38.5
2024-03-22T10:00,28.1,61,31.1,9.4,157,1010.9,60.0,0.13,12.2,39.8
2024-03-22T11:00,29.1,59,32.6,13.1,164,1010.4,167.0,0.12,12.5,75.2
2024-03-22T12:00,29.5,58,33.1,15.7,171,1009.8,317.0,0.14,14.4,142.0
2024-03-22T13:00,29.8,54,33.3,16.4,171,1009.0,476.0,0.16,15.8,189.1
2024-03-22T14:00,29.9,53,33.0,16.6,176,1008.1,612.0,0.19,17.6,240.3
2024-03-22T15:00,29.7,52,32.0,16.9,181,1007.3,756.0,0.22,20.1,299.9
2024-03-22T16:00,29.2,53,30.6,15.9,184,1007.0,933.0,0.25,22.8,356.7
2024-03-22T17:00,28.5,54,29.4,14.4,181,1007.8,1347.0,0.26,26.4,424.7
2024-03-22T18:00,27.2,61,28.9,11.9,182,1008.1,1894.0,0.27,34.9,583.0
2024-03-22T19:00,26.4,66,28.9,8.1,159,1008.4,2132.0,0.25,50.2,823.3
2024-03-22T20:00,26.4,65,28.9,6.5,180,1009.0,1767.0,0.21,48.8,743.2
2024-03-22T21:00,26.3,63,28.7,5.9,191,1009.4,1094.0,0.15,31.7,398.6
2024-03-22T22:00,25.9,66,28.4,5.9,194,1009.7,555.0,0.11,21.2,228.2
2024-03-22T23:00,25.7,68,28.4,5.2,196,1009.6,337.0,0.1,18.9,177.4
2024-03-23T00:00,25.0,71,27.6,6.1,220,1009.2,253.0,0.1,16.5,136.0
2024-03-23T01:00,24.9,70,27.5,6.1,242,1008.8,189.0,0.1,13.5,86.8
2024-03-23T02:00,24.7,70,27.2,6.1,267,1008.2,107.0,0.1,9.6,21.5
2024-03-23T03:00,24.0,71,26.2,5.8,292,1008.0,46.0,0.1,8.0,13.6
2024-03-23T04:00,23.9,69,25.9,6.2,306,1007.8,9.0,0.1,8.3,15.0
2024-03-23T05:00,24.6,63,26.3,5.8,270,1008.2,8.0,0.11,11.4,19.6
2024-03-23T06:00,24.3,65,26.2,4.8,283,1008.7,7.0,0.11,12.1,20.3
2024-03-23T07:00,24.5,65,26.2,6.1,315,1009.5,9.0,0.12,12.5,21.7
2024-03-23T08:00,25.8,65,28.4,4.1,285,1010.2,0.0,0.12,12.0,22.5
2024-03-23T09:00,27.3,60,29.4,8.1,201,1011.0,0.0,0.09,11.1,21.7
2024-03-23T10:00,28.6,55,29.9,13.1,189,1011.1,31.0,0.08,10.5,26.7
2024-03-23T11:00,29.0,54,30.7,16.3,188,1010.8,436.0,0.12,22.3,326.9
2024-03-23T12:00,29.6,52,32.3,17.3,185,1010.2,990.0,0.17,29.2,482.4
2024-03-23T13:00,29.8,53,32.7,18.0,182,1009.1,1399.0,0.2,31.5,532.7
2024-03-23T14:00,30.0,52,32.6,18.7,181,1008.3,1508.0,0.21,31.8,540.2
2024-03-23T15:00,29.7,52,31.5,18.7,182,1008.1,1471.0,0.22,31.5,542.0
2024-03-23T16:00,29.2,53,30.3,17.7,182,1007.9,1326.0,0.2,30.2,506.6
2024-03-23T17:00,28.6,56,29.5,16.2,183,1008.7,1439.0,0.17,30.6,517.8
2024-03-23T18:00,27.8,58,29.1,13.8,186,1009.0,1583.0,0.16,35.0,592.3
2024-03-23T19:00,27.3,60,28.8,11.7,198,1009.2,1611.0,0.13,38.2,624.0
2024-03-23T20:00,26.9,60,28.8,9.0,203,1009.7,1400.0,0.1,36.9,584.9
2024-03-23T21:00,26.9,60,28.8,8.0,188,1010.5,1072.0,0.08,31.8,444.2
2024-03-23T22:00,26.6,61,28.8,6.8,183,1010.8,843.0,0.07,25.4,337.1
2024-03-23T23:00,26.3,63,28.6,6.1,180,1010.9,860.0,0.06,23.7,316.6
2024-03-24T00:00,26.2,63,28.3,7.7,169,1010.5,977.0,0.06,24.8,341.8
2024-03-24T01:00,26.1,66,28.3,8.7,173,1010.2,972.0,0.06,27.4,387.4
2024-03-24T02:00,25.5,69,27.9,7.9,180,1009.5,694.0,0.07,30.2,438.7
2024-03-24T03:00,25.1,71,27.6,6.8,180,1009.2,293.0,0.06,8.6,28.2
2024-03-24T04:00,24.6,72,27.1,6.9,186,1009.1,26.0,0.07,5.6,18.5
2024-03-24T05:00,24.5,76,27.0,8.6,195,1009.6,0.0,0.08,5.4,11.1
2024-03-24T06:00,24.2,77,26.7,8.9,201,1010.1,0.0,0.08,5.4,10.5
2024-03-24T07:00,24.9,73,27.3,9.5,205,1011.1,4.0,0.09,5.6,10.6
2024-03-24T08:00,26.8,64,28.1,15.2,194,1011.7,425.0,0.1,7.6,15.7
2024-03-24T09:00,28.0,57,28.6,18.3,190,1012.4,1027.0,0.11,8.9,24.6
2024-03-24T10:00,29.0,53,29.1,21.3,191,1012.6,1611.0,0.18,36.6,625.8
2024-03-24T11:00,30.1,48,30.6,22.6,189,1012.1,2150.0,0.29,56.1,1002.1
